배우 ID,배우 이름,제목,평점
36,헬렌 헌트,아름다운 세상을 위하여,83.7
36,헬렌 헌트,왓 위민 원트,92.4
36,헬렌 헌트,캐스트 어웨이,97.1
36,헬렌 헌트,이보다 더 좋을 순 없다,93.8
36,헬렌 헌트,트위스터,89.2
36,헬렌 헌트,결혼 이야기,-
36,헬렌 헌트,청춘 댄스 파트너,-
37,나문희,소풍,87.1
37,나문희,폭싹 속았수다,-
37,나문희,뜨거운 씽어즈,100.0
37,나문희,룸 쉐어링,40.9
37,나문희,영웅,55.0
37,나문희,진격의 할매,-
37,나문희,나빌레라,90.2
37,나문희,정직한 후보,73.1
37,나문희,오! 문희,37.2
37,나문희,감쪽같은 그녀,48.4
37,나문희,동네 한 바퀴,-
37,나문희,레슬러,32.6
37,나문희,그냥 사랑하는 사이,93.8
37,나문희,아이 캔 스피크,92.1
37,나문희,디어 마이 프렌즈,95.7
37,나문희,기분 좋은 날,-
37,나문희,수상한 그녀,85.9
37,나문희,왕가네 식구들,71.4
37,나문희,아들 녀석들,-
37,나문희,엄마가 뭐길래,-
38,이제훈,돌아온 레전드 수사반장,-
38,이제훈,수사반장 1958,79.7
38,이제훈,탈주,83.6
38,이제훈,2023 MAMA AWARDS Chapter 2 Red Carpet,-
38,이제훈,2023 SBS 연기대상,100.0
38,이제훈,모범택시 2,91.8
38,이제훈,모범택시 3,-
38,이제훈,노량: 죽음의 바다,81.3
38,이제훈,어나더 레코드 : 이제훈,87.5
38,이제훈,당신의 위시리스트 지구의 미래를 바꾸다!,-
38,이제훈,모범택시,93.8
38,이제훈,무브 투 헤븐: 나는 유품 정리사입니다,94.4
38,이제훈,언프레임드,93.5
38,이제훈,층,100.0
38,이제훈,도굴,38.7
38,이제훈,사냥의 시간,33.1
38,이제훈,스토브리그,99.0
38,이제훈,트래블러: 쿠바,97.2
38,이제훈,여우 각시별,88.6
38,이제훈,내일 그대와,83.9
39,리암 니슨,레트리뷰션,37.5
39,리암 니슨,원맨,-
39,리암 니슨,탐정 말로,26.9
39,리암 니슨,메모리,31.8
39,리암 니슨,블랙라이트,25.9
39,리암 니슨,마크맨,16.1
39,리암 니슨,아이스 로드,50.9
39,리암 니슨,메이드 인 이태리,47.6
39,리암 니슨,어니스트 씨프,41.2
39,리암 니슨,킹덤 오브 헤븐: 디렉터스 컷,98.3
39,리암 니슨,맨 인 블랙: 인터내셔널,36.5
39,리암 니슨,브레이브 블루 월드: 물의 위기를 해결하라,-
39,리암 니슨,오디너리 러브,-
39,리암 니슨,콜드 체이싱,71.4
39,리암 니슨,위도우즈,51.9
39,리암 니슨,카우보이의 노래,93.5
39,리암 니슨,커뮤터,64.1
39,리암 니슨,레드 노즈 데이 액츄얼리,94.4
39,리암 니슨,백악관을 무너뜨린 사나이,69.2
39,리암 니슨,사일런스,94.3
40,벤 킹슬리,기상천외한 헨리 슈거 이야기,90.3
40,벤 킹슬리,독,93.2
40,벤 킹슬리,줄스,-
40,벤 킹슬리,달리랜드,75.0
40,벤 킹슬리,락 다운,28.6
40,벤 킹슬리,십계,-
40,벤 킹슬리,나이트 헌터,23.8
40,벤 킹슬리,레드 씨 다이빙 리조트,71.4
40,벤 킹슬리,모리스,91.6
40,벤 킹슬리,오퍼레이션 피날레,80.0
40,벤 킹슬리,시큐리티,64.3
40,벤 킹슬리,히든 아이덴티티,52.6
40,벤 킹슬리,정글북,81.4
40,벤 킹슬리,셀프/리스,69.8
40,벤 킹슬리,유니티,-
40,벤 킹슬리,투탕카멘,-
40,벤 킹슬리,하늘을 걷는 남자,90.2
40,벤 킹슬리,박물관이 살아있다 : 비밀의 무덤,81.0
40,벤 킹슬리,마블 원-샷: 왕을 경배하라,89.0
40,벤 킹슬리,엑소더스: 신들과 왕들,59.6
41,랄프 파인즈,기상천외한 헨리 슈거 이야기,90.3
41,랄프 파인즈,독,93.2
41,랄프 파인즈,백조,88.5
41,랄프 파인즈,쥐잡이 사내,90.6
41,랄프 파인즈,더 메뉴,83.8
41,랄프 파인즈,해리포터 20주년 기념: 리턴 투 호그와트,96.7
41,랄프 파인즈,더 포기븐,-
41,랄프 파인즈,화이트 크로우,-
41,랄프 파인즈,007 노 타임 투 다이,73.8
41,랄프 파인즈,더 디그,84.2
41,랄프 파인즈,킹스맨: 퍼스트 에이전트,70.9
41,랄프 파인즈,닥터 두리틀,45.0
41,랄프 파인즈,오피셜 시크릿,83.3
41,랄프 파인즈,홈즈 & 왓슨,42.9
41,랄프 파인즈,레고 배트맨 무비,94.3
41,랄프 파인즈,쿠보와 전설의 악기,86.8
41,랄프 파인즈,"헤일, 시저!",85.5
41,랄프 파인즈,007 스펙터,72.5
41,랄프 파인즈,비거 스플래쉬,71.4
41,랄프 파인즈,그랜드 부다페스트 호텔,93.6
42,캐롤라인 구덜,천국의 새들,-
42,캐롤라인 구덜,킬러의 보디가드 2: 킬러의 와이프,77.4
42,캐롤라인 구덜,킬러의 보디가드 2,68.4
42,캐롤라인 구덜,드레스메이커,83.7
42,캐롤라인 구덜,베스트 오브 미,61.9
42,캐롤라인 구덜,님포매니악 볼륨 2,76.8
42,캐롤라인 구덜,도리안 그레이,50.0
42,캐롤라인 구덜,멘탈,-
42,캐롤라인 구덜,프린세스 다이어리 2,86.0
42,캐롤라인 구덜,프린세스 다이어리,91.1
42,캐롤라인 구덜,쉰들러 리스트,96.7
42,캐롤라인 구덜,클리프행어,95.6
42,캐롤라인 구덜,후크,87.9
43,조나단 사갈,쉰들러 리스트,96.7
44,엠베스 데이비츠,레트리뷰션,37.5
44,엠베스 데이비츠,낫 오케이,79.0
44,엠베스 데이비츠,올드,60.4
44,엠베스 데이비츠,인 트리트먼트 시즌 4,-
44,엠베스 데이비츠,마릴린먼로: 그녀가 감춘 비밀,-
44,엠베스 데이비츠,어메이징 스파이더맨 2,84.4
44,엠베스 데이비츠,파라노이아,16.7
44,엠베스 데이비츠,유로파 리포트,73.9
44,엠베스 데이비츠,어메이징 스파이더맨,91.4
44,엠베스 데이비츠,밀레니엄: 여자를 증오한 남자들,92.9
44,엠베스 데이비츠,인 트리트먼트 시즌 1,-
44,엠베스 데이비츠,자백 게임,85.0
44,엠베스 데이비츠,준벅,100.0
44,엠베스 데이비츠,엠퍼러스 클럽,-
44,엠베스 데이비츠,13 고스트,54.1
44,엠베스 데이비츠,브리짓 존스의 일기,90.0
44,엠베스 데이비츠,바이센테니얼 맨,92.2
44,엠베스 데이비츠,진저브래드 맨,-
44,엠베스 데이비츠,다크 엔젤,72.7
44,엠베스 데이비츠,마틸다,93.9
45,맷 데이먼,이프: 상상의 친구,81.7
45,맷 데이먼,드라이브 어웨이 돌스,-
45,맷 데이먼,알쓸별잡,96.8
45,맷 데이먼,에어,94.0
45,맷 데이먼,오펜하이머,95.2
45,맷 데이먼,키스 더 퓨처,-
45,맷 데이먼,어셈블: 토르: 러브 앤 썬더 비하인드,100.0
45,맷 데이먼,토르: 러브 앤 썬더,54.4
45,맷 데이먼,노 서든 무브,66.7
45,맷 데이먼,라스트 듀얼: 최후의 결투,94.4
45,맷 데이먼,스틸워터,93.4
45,맷 데이먼,점원들,-
45,맷 데이먼,클린트 이스트우드 : 시네마틱 레거시,-
45,맷 데이먼,브레이브 블루 월드: 물의 위기를 해결하라,-
45,맷 데이먼,제이 앤 사일런트 밥 리부트,-
45,맷 데이먼,데드풀2: 순한 맛,81.8
45,맷 데이먼,체 게바라: 2부 게릴라,85.7
45,맷 데이먼,다이 클린트 이스트우드 스토리,-
45,맷 데이먼,데드풀 2,92.8
45,맷 데이먼,언세인,80.0
46,벤 애플렉,디스 이즈 미... 나우: 러브 스토리,-
46,벤 애플렉,에어,94.0
46,벤 애플렉,키스 더 퓨처,-
46,벤 애플렉,플래시,91.7
46,벤 애플렉,힙노틱,52.6
46,벤 애플렉,딥 워터,46.1
46,벤 애플렉,텐더 바,-
46,벤 애플렉,라스트 듀얼: 최후의 결투,94.4
46,벤 애플렉,잭 스나이더의 저스티스 리그,93.9
46,벤 애플렉,점원들,-
46,벤 애플렉,더 웨이 백,100.0
46,벤 애플렉,마지막 게임,13.6
46,벤 애플렉,제이 앤 사일런트 밥 리부트,-
46,벤 애플렉,트리플 프런티어,59.4
46,벤 애플렉,저스티스 리그,36.0
46,벤 애플렉,리브 바이 나이트,41.7
46,벤 애플렉,리처드 링클레이터: 꿈의 연대기,100.0
46,벤 애플렉,배트맨 대 슈퍼맨: 저스티스의 시작,42.9
46,벤 애플렉,배트맨 대 슈퍼맨: 저스티스의 시작 (확장판),77.4
46,벤 애플렉,어카운턴트,75.7
47,숀 펜,다디우,-
47,숀 펜,아스팔트 시티,-
47,숀 펜,개슬릿,-
47,숀 펜,리코리쉬 피자,89.2
47,숀 펜,플래그 데이,-
47,숀 펜,프로페서 앤 매드맨,81.1
47,숀 펜,더 퍼스트,-
47,숀 펜,라스트 페이스,33.3
47,숀 펜,더 건맨,7.1
47,숀 펜,월터의 상상은 현실이 된다,91.6
47,숀 펜,갱스터 스쿼드,50.0
47,숀 펜,아버지를 위한 노래,57.1
47,숀 펜,트리 오브 라이프,74.8
47,숀 펜,페어 게임,66.7
47,숀 펜,밀크,86.0
47,숀 펜,더 피플 스피크,-
47,숀 펜,할리우드 폭로전,78.6
47,숀 펜,인투 더 와일드,83.6
47,숀 펜,올 어바웃 러브,-
47,숀 펜,대통령을 죽여라,-
48,미셸 파이퍼,앤트맨과 와스프: 퀀텀매니아,47.6
48,미셸 파이퍼,어셈블: 앤트맨과 와스프: 퀀텀매니아 비하인드,-
48,미셸 파이퍼,퍼스트 레이디,-
48,미셸 파이퍼,프렌치 엑시트,-
48,미셸 파이퍼,말레피센트 2,65.1
48,미셸 파이퍼,앤트맨과 와스프,90.8
48,미셸 파이퍼,더 위저드 오브 라이즈,-
48,미셸 파이퍼,마더!,76.2
48,미셸 파이퍼,오리엔트 특급 살인,79.5
48,미셸 파이퍼,위험한 패밀리,34.8
48,미셸 파이퍼,위험한 패밀리 패밀리 에디션,-
48,미셸 파이퍼,다크 섀도우,40.9
48,미셸 파이퍼,피플 라이크 어스,80.0
48,미셸 파이퍼,퍼스널 이펙츠,-
48,미셸 파이퍼,셰리,-
48,미셸 파이퍼,스타더스트,83.0
48,미셸 파이퍼,절대로 네 여자가 될 수 없을거야,-
48,미셸 파이퍼,헤어스프레이,89.6
48,미셸 파이퍼,신밧드 : 7대양의 전설,78.0
48,미셸 파이퍼,화이트 올랜더,-
49,다코타 패닝,더 워처스,25.0
49,다코타 패닝,리플리: 더 시리즈,92.3
49,다코타 패닝,완전무결한 커플,-
49,다코타 패닝,더 이퀄라이저 3,92.0
49,다코타 패닝,퍼스트 레이디,-
49,다코타 패닝,비엔나 앤 더 팬텀즈,-
49,다코타 패닝,에일리어니스트 시즌 2,95.2
49,다코타 패닝,원스 어폰 어 타임... 인 할리우드,88.8
49,다코타 패닝,에일리어니스트 시즌 1,89.3
49,다코타 패닝,오션스8,78.9
49,다코타 패닝,"스탠바이, 웬디",91.7
49,다코타 패닝,자이고트,93.1
49,다코타 패닝,아메리칸 패스토럴,58.3
49,다코타 패닝,브림스톤,42.9
49,다코타 패닝,뷰티풀 프래니,53.3
49,다코타 패닝,모든 비밀스러운 것들,10.0
49,다코타 패닝,에피 그레이,85.7
49,다코타 패닝,로빈 후드의 마지막 스캔들,-
49,다코타 패닝,베리 굿 걸,28.0
49,다코타 패닝,어둠 속에서,-
50,실베스터 스탤론,스탤론 패밀리 시즌 2,-
50,실베스터 스탤론,가디언즈 오브 갤럭시: Volume 3,96.6
50,실베스터 스탤론,스탤론 패밀리,-
50,실베스터 스탤론,어셈블: 가디언즈 오브 갤럭시 Volume 3 비하인드,-
50,실베스터 스탤론,익스펜더블 4,21.0
50,실베스터 스탤론,슬라이,100.0
50,실베스터 스탤론,사마리탄,50.0
50,실베스터 스탤론,털사 킹,93.5
50,실베스터 스탤론,아이언 앤드 비욘드,-
50,실베스터 스탤론,더 수어사이드 스쿼드,82.9
50,실베스터 스탤론,애니멀 크래커,57.1
50,실베스터 스탤론,람보: 라스트 워,62.8
50,실베스터 스탤론,이스케이프 플랜 3,31.6
50,실베스터 스탤론,백트레이스,-
50,실베스터 스탤론,이스케이프 플랜 2: 하데스,16.1
50,실베스터 스탤론,크리드 2,87.0
50,실베스터 스탤론,가디언즈 오브 갤럭시 VOL. 2,95.2
50,실베스터 스탤론,크리드,91.3
50,실베스터 스탤론,더 타겟,-
50,실베스터 스탤론,익스펜더블 3,47.3
51,탈리아 샤이어,메갈로폴리스,-
51,탈리아 샤이어,포에버 프렌즈,-
51,탈리아 샤이어,"마리오 푸조의 대부, 에필로그: 마이클 콜레오네의 죽음",100.0
51,탈리아 샤이어,콜드 헤븐,-
51,탈리아 샤이어,대부 3,93.2
51,탈리아 샤이어,록키 5,56.4
51,탈리아 샤이어,뉴욕 스토리,76.2
51,탈리아 샤이어,록키 4,80.9
51,탈리아 샤이어,록키 3,89.4
51,탈리아 샤이어,록키 2,91.6
51,탈리아 샤이어,록키,96.2
51,탈리아 샤이어,대부 2,97.8
51,탈리아 샤이어,대부,96.3
52,제라르 쥐노,철없는 녀석들,-
52,제라르 쥐노,니키 라슨,-
52,제라르 쥐노,이케아 옷장에서 시작된 특별난 여행,78.5
52,제라르 쥐노,생각해 보면 아름다운 인생,-
52,제라르 쥐노,워 오브 더 버튼 : 작은 영웅들,-
52,제라르 쥐노,코러스,91.3
53,프랑수와 벨레앙,사랑하는 당신에게,89.3
53,프랑수와 벨레앙,슬기로운 아내 수업,-
53,프랑수와 벨레앙,썸원 썸웨어,76.9
53,프랑수와 벨레앙,패밀리 이즈 패밀리,-
53,프랑수와 벨레앙,트랜스포터 시리즈 시즌 2,-
53,프랑수와 벨레앙,트랜스포터 시리즈 시즌 1,-
53,프랑수와 벨레앙,트랜스포터: 라스트 미션,73.5
53,프랑수와 벨레앙,트랜스포터 엑스트림,83.8
53,프랑수와 벨레앙,코러스,91.3
53,프랑수와 벨레앙,트랜스포터,92.1
53,프랑수와 벨레앙,배우들,-
53,프랑수와 벨레앙,더 호스티지 오브 유럽,-
53,프랑수와 벨레앙,굿바이 칠드런,96.9
54,장 밥티스트 모니에,코러스,91.3
55,자끄 페렝,레미: 집 없는 아이,100.0
55,자끄 페렝,당나귀 공주,81.5
55,자끄 페렝,로슈포르의 숙녀들,91.0
55,자끄 페렝,오션스,90.9
55,자끄 페렝,코러스,91.3
55,자끄 페렝,프랭크 리바,-
55,자끄 페렝,시네마 천국,97.3
55,자끄 페렝,핫 블러드,-
55,자끄 페렝,블랑쉬,-
56,카드 므라드,우세킨,-
56,카드 므라드,빅 히트,-
56,카드 므라드,싸커 퀸즈,55.6
56,카드 므라드,라 멜로디,81.3
56,카드 므라드,포옹하는 사람들,-
56,카드 므라드,워 오브 더 버튼 : 작은 영웅들,-
56,카드 므라드,22 블렛,46.7
56,카드 므라드,꼬마 니콜라,84.2
56,카드 므라드,"알로, 슈티",93.2
56,카드 므라드,코러스,91.3
57,배종옥,함부로 대해줘,83.9
57,배종옥,백설공주에게 죽음을-Black Out,-
57,배종옥,오랫동안 당신을 기다렸습니다,62.2
57,배종옥,킹메이커,89.8
57,배종옥,어사와 조이,97.1
57,배종옥,철인왕후일담,85.0
57,배종옥,철인왕후,85.7
57,배종옥,결백,57.2
57,배종옥,"60일, 지정생존자",88.8
57,배종옥,우아한 가,70.8
57,배종옥,라이브,93.2
57,배종옥,환절기,83.3
57,배종옥,바람의 춤꾼,-
57,배종옥,반드시 잡는다,54.2
57,배종옥,스파이,57.1
57,배종옥,풍선껌,94.3
57,배종옥,"12년만의 재회 : 달래 된, 장국",71.4
57,배종옥,"그 겨울, 바람이 분다",96.7
57,배종옥,세상에서 가장 아름다운 이별,75.6
57,배종옥,김수로,-
58,김갑수,눈물의 여왕,86.8
58,김갑수,아직 최선을 다하지 않았을 뿐,73.3
58,김갑수,오늘의 웹툰,64.6
58,김갑수,뜨거운 피,40.2
58,김갑수,뜨거운 피: 디 오리지널,69.2
58,김갑수,갓파더,-
58,김갑수,굿모닝 키스 - 반려맹수,-
58,김갑수,슬기로운 의사생활 시즌 2,89.2
58,김갑수,날아라 개천용,58.6
58,김갑수,스위트홈 시즌 1,84.4
58,김갑수,슬기로운 의사생활 시즌 1,95.4
58,김갑수,보좌관 2: 세상을 움직이는 사람들,93.2
58,김갑수,보좌관: 세상을 움직이는 사람들,94.8
58,김갑수,땐뽀걸즈,90.9
58,김갑수,미스터 션샤인,95.9
58,김갑수,강철비,85.2
58,김갑수,귓속말,57.1
58,김갑수,밥상 차리는 남자,66.7
58,김갑수,아궁이,-
58,김갑수,THE K2,86.4
59,김지영,앵그리맘,93.3
59,김지영,여자를 울려,-
59,김지영,스파이,38.8
59,김지영,불륜,-
59,김지영,도가니,86.8
59,김지영,세상에서 가장 아름다운 이별,75.6
59,김지영,내 여자친구는 구미호,95.3
59,김지영,마지막 후뢰시맨,-
59,김지영,무적자,10.9
59,김지영,국가대표,83.5
59,김지영,해운대,46.9
59,김지영,마파도 2,15.3
59,김지영,아들,51.9
59,김지영,열한번째 엄마,69.0
59,김지영,우리들의 행복한 시간,81.8
59,김지영,나의 결혼 원정기,57.5
59,김지영,장밋빛 인생,82.6
59,김지영,그녀를 믿지 마세요,77.2
59,김지영,아라한 장풍대작전,76.4
59,김지영,파란하늘 빨간우체통,-
60,유준상,경이로운 소문2: 카운터 펀치,44.8
60,유준상,더 시즌즈 - 최정훈의 밤의 공원,100.0
60,유준상,여행을 대신해 드립니다,-
60,유준상,소년들,81.8
60,유준상,정직한 후보 2,51.4
60,유준상,평온은 고요에 있지 않다,-
60,유준상,환혼,92.3
60,유준상,환혼: 빛과 그림자,89.8
60,유준상,Re-LOVE(리-러브),-
60,유준상,깃털처럼 가볍게,-
60,유준상,스프링 송,50.0
60,유준상,경이로운 소문,84.3
60,유준상,우아한 친구들,79.2
60,유준상,우아한 친구들 무삭제판,-
60,유준상,같이 펀딩,-
60,유준상,왜그래 풍상씨,61.5
60,유준상,강변호텔,81.3
60,유준상,신과 함께: 죄와 벌,64.6
60,유준상,조작,95.5
60,유준상,"고산자, 대동여지도",22.6
61,서영희,내가 죽기 일주일 전,-
61,서영희,야한(夜限) 사진관,85.7
61,서영희,7인의 탈출,28.7
61,서영희,반짝이는 워터멜론,93.7
